review_id,product_name,category,review_text,rating,review_date,helpful_votes
459,소니 WH-1000XM5,이어폰/헤드폰,음질이 전작보다 좋아졌어요! 업그레이드 추천!,5,2025-04-17,78
460,소니 WH-1000XM5,이어폰/헤드폰,노캔 강도 조절이 소니 앱에서만 돼요. 불편해요.,2,2025-04-18,34
461,에어팟 프로 2,이어폰/헤드폰,볼륨 조절이 케이스 스와이프로 가능해요!,5,2025-04-19,56
462,에어팟 프로 2,이어폰/헤드폰,스와이프 조작이 가끔 오작동해요. 민감해요.,2,2025-04-20,34
463,다이슨 V15,청소기,틈새 청소 노즐이 좋아요! 구석구석 깨끗!,5,2025-04-21,67
464,다이슨 V15,청소기,노즐 교체가 번거로워요. 청소 중간에 바꿔야 해요.,3,2025-04-22,45
465,삼성 비스포크 냉장고,가전,쿨링 커버로 음식 빨리 식혀요! 요리에 편리!,5,2025-04-23,56
466,삼성 비스포크 냉장고,가전,전체 크기가 커서 공간 필요해요. 작은 주방은 어려워요.,2,2025-04-24,45
467,LG 올레드 TV,TV,매직 리모컨 제스처 조작이 편해요! 손가락으로 가리키기만!,5,2025-04-25,78
468,LG 올레드 TV,TV,제스처 인식이 가끔 안 돼요. 정확히 가리켜야 해요.,2,2025-04-26,34
469,삼성 갤럭시 S24,스마트폰,즉시 녹음 텍스트 변환이 돼요! 회의록 자동 작성!,5,2025-04-27,89
470,삼성 갤럭시 S24,스마트폰,녹음 파일이 클라우드에 업로드돼서 개인정보 걱정돼요.,3,2025-04-28,56
471,애플 아이폰 15,스마트폰,앱 클립으로 설치 없이 앱 사용 가능해요!,4,2025-04-29,45
472,애플 아이폰 15,스마트폰,앱 클립 지원하는 앱이 많지 않아요. 확대 필요해요.,2,2025-04-30,34
473,삼성 갤럭시 버즈3,이어폰/헤드폰,귀 감지 센서가 정확해요! 빼면 자동 일시정지!,5,2025-05-01,56
474,삼성 갤럭시 버즈3,이어폰/헤드폰,귀걸이 착용하면 센서 오작동해요. 귀걸이 빼야 해요.,2,2025-05-02,34
475,애플 맥북 에어 M3,노트북,화면 노치가 있어요. 익숙해지면 괜찮지만 처음엔 거슬려요.,3,2025-05-03,56
476,애플 맥북 에어 M3,노트북,M3 칩 성능이 대박이에요! 영상 편집도 거뜬!,5,2025-05-04,78
477,삼성 갤럭시 탭 S9,태블릿,120Hz 화면이라 스크롤이 부드러워요!,5,2025-05-05,67
478,삼성 갤럭시 탭 S9,태블릿,얼굴 인식이 2D라 보안 약해요. 지문 추천해요.,2,2025-05-06,45
479,아이패드 프로 M4,태블릿,Face ID가 편해요! 잠금 해제 빠르고 정확해요.,5,2025-05-07,78
480,아이패드 프로 M4,태블릿,가로 모드에서만 Face ID 돼요. 세로로 들면 안 돼요.,2,2025-05-08,56
481,삼성 갤럭시 S24,스마트폰,라이브 번역으로 전화 통역이 돼요! 외국인과 소통 가능!,5,2025-05-09,89
482,삼성 갤럭시 S24,스마트폰,라이브 번역 속도가 좀 느려요. 자연스러운 대화 어려워요.,3,2025-05-10,67
483,애플 아이폰 15,스마트폰,iOS 생태계가 안정적이에요! 앱 크래시 거의 없어요.,5,2025-05-11,78
484,애플 아이폰 15,스마트폰,기본 앱 삭제가 안 돼요. 안 쓰는 앱 정리 안 되서 답답해요.,2,2025-05-12,56
485,LG 그램 17,노트북,팬 소음이 작아요! 도서관에서도 사용 가능!,5,2025-05-13,67
486,LG 그램 17,노트북,고성능 작업시 팬 돌아가면 좀 시끄러워요.,3,2025-05-14,45
487,소니 WH-1000XM5,이어폰/헤드폰,자동 일시정지가 편해요! 벗으면 자동 정지!,5,2025-05-15,56
488,소니 WH-1000XM5,이어폰/헤드폰,고개 숙이면 가끔 일시정지돼요. 센서가 민감해요.,2,2025-05-16,34
489,에어팟 프로 2,이어폰/헤드폰,대화 감지로 볼륨 자동 낮춰져요! 똑똑해요.,5,2025-05-17,78
490,에어팟 프로 2,이어폰/헤드폰,대화 감지가 너무 민감해요. 혼잣말에도 반응해요.,2,2025-05-18,45
491,다이슨 V15,청소기,무선 자유가 최고예요! 선 없이 구석구석!,5,2025-05-19,67
492,다이슨 V15,청소기,청소 끝나면 바로 충전대에 올려야 해요. 세워두기 어려워요.,2,2025-05-20,34
493,삼성 비스포크 냉장고,가전,패밀리허브 화면으로 메모 남기기 가능해요!,5,2025-05-21,56
494,삼성 비스포크 냉장고,가전,패밀리허브가 있으면 가격이 많이 올라가요.,3,2025-05-22,45
495,LG 올레드 TV,TV,HDMI 2.1로 PS5 완벽 호환! 게이머 필수!,5,2025-05-23,89
496,LG 올레드 TV,TV,HDMI 포트가 4개뿐이에요. 기기 많으면 부족해요.,2,2025-05-24,56
497,삼성 갤럭시 S24,스마트폰,전체적으로 균형 잡힌 좋은 폰이에요! 추천합니다.,5,2025-05-25,78
498,삼성 갤럭시 S24,스마트폰,전작 대비 변화가 적어요. 업그레이드 가치 고민돼요.,3,2025-05-26,56
499,애플 아이폰 15,스마트폰,오래 써도 버벅임 없어요! 안정적인 성능!,5,2025-05-27,67
500,애플 아이폰 15,스마트폰,수리비가 비싸요. 액정 깨지면 큰 돈 들어요.,2,2025-05-28,89
501,다이슨 V15,청소기,종합적으로 최고의 무선 청소기예요! 강력 추천!,5,2025-05-29,78
502,다이슨 V15,청소기,결국 가격이 걸려요. 좋은 건 알지만 비싸요.,3,2025-05-30,67
503,삼성 비스포크 냉장고,가전,디자인+기능 다 갖췄어요! 만족스럽습니다.,5,2025-05-31,89
504,LG 올레드 TV,TV,OLED는 역시 LG예요! 화질 최고입니다.,5,2025-06-01,112
505,소니 WH-1000XM5,이어폰/헤드폰,노캔 헤드폰의 정석이에요! 다들 사세요.,5,2025-06-02,97
